Source.Name,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
2006.csv,2006-09-22,EQ,1045,1053.85,1030.1,1053,1037.1,1039.55,1041.23,"2,092.00",863.00,622161,647813322.9,-
2006.csv,2006-09-21,EQ,1032,1057.9,1018,1030.05,1055.1,1053,1045.3,"2,092.00",863.00,1276796,1334635294,-
2006.csv,2006-09-20,EQ,1011,1034,994.1,1010.05,1032,1030.05,1019.12,"2,092.00",863.00,673974,686858673,-
2006.csv,2006-09-19,EQ,997,1020,990.4,996.15,1006,1010.05,1011.21,"2,092.00",863.00,993486,1004618201,-
2006.csv,2006-09-18,EQ,1007,1011,992.1,1002.7,998,996.15,998.94,"2,092.00",863.00,347597,347229456.3,-
2006.csv,2006-09-15,EQ,1014,1014,996.7,1013.4,1002.9,1002.7,1004.67,"2,092.00",863.00,589925,592678518.3,-
2006.csv,2006-09-14,EQ,1009,1016,1001.9,999.95,1014,1013.4,1011.68,"2,092.00",863.00,597182,604156373.6,-
2006.csv,2006-09-13,EQ,983,1008,981,977.9,1005,999.95,996.99,"2,092.00",863.00,576908,575168844.9,-
2006.csv,2006-09-12,EQ,955,980,952,953.45,976,977.9,969.07,"2,092.00",863.00,458814,444624113.4,-
2006.csv,2006-09-11,EQ,999,999,949,991,958.95,953.45,967.74,"2,092.00",863.00,1018370,985520583.4,-
2006.csv,2006-09-08,EQ,1006,1006,985,986.7,988.1,991,989.91,"2,092.00",863.00,392641,388678728.9,-
2006.csv,2006-09-07,EQ,980.3,995,980.3,993.6,988.45,986.7,986.64,"2,092.00",863.00,395896,390607294.5,-
2006.csv,2006-09-06,EQ,1017.5,1017.5,991.1,1005.8,993,993.6,998.89,"2,092.00",863.00,700108,699332825.8,-
2006.csv,2006-09-05,EQ,1023,1030,1001,1017.15,1003.55,1005.8,1010.33,"2,092.00",863.00,986322,996515062.9,-
2006.csv,2006-09-04,EQ,999,1020,999,999.25,1015,1017.15,1014.12,"2,092.00",863.00,502623,509721977.3,-
2006.csv,2006-09-01,EQ,996,1001,991.1,998.05,998,999.25,997.51,"2,092.00",863.00,432182,431105788.4,-
2006.csv,2006-08-31,EQ,984,1004,984,983.8,989,998.05,996.43,"2,092.00",863.00,1519214,1513787138,-
2006.csv,2006-08-30,EQ,991.1,995,981.05,990.1,981.5,983.8,988.07,"2,092.00",863.00,686193,678005525.7,-
2006.csv,2006-08-29,EQ,985,992,983,981.1,990,990.1,988.76,"2,092.00",863.00,669899,662369599.2,-
2006.csv,2006-08-28,EQ,975,985.3,968.3,974.4,979,981.1,977.7,"2,092.00",863.00,575079,562256015.9,-
2006.csv,2006-08-25,EQ,971,976.9,967.65,970.4,976.2,974.4,972.4,"2,092.00",863.00,652938,634917250.8,-
2006.csv,2006-08-24,EQ,970,974.9,953.25,963.1,970,970.4,964.35,"2,092.00",863.00,592463,571338901.1,-
2006.csv,2006-08-23,EQ,976,978.75,960.1,975.4,964,963.1,971,"2,092.00",863.00,624434,606326107.4,-
2006.csv,2006-08-22,EQ,972,983,970,969.3,970.6,975.4,977.38,"2,092.00",863.00,544524,532204462.9,-
2006.csv,2006-08-21,EQ,976,976,957,969.7,971,969.3,967.07,"2,092.00",863.00,603522,583646821.8,-
2006.csv,2006-08-18,EQ,965,972.5,960,960.15,969.05,969.7,968.59,"2,092.00",863.00,450910,436745907.1,-
2006.csv,2006-08-17,EQ,975,983,958,972.2,962.3,960.15,967.36,"2,092.00",863.00,624292,603914383.5,-
2006.csv,2006-08-16,EQ,979,984.5,968,964.65,972,972.2,977.16,"2,092.00",863.00,951067,929345354.9,-
2006.csv,2006-08-14,EQ,973.75,975,959,967.6,964.25,964.65,967.72,"2,092.00",863.00,430357,416466855,-
2006.csv,2006-08-11,EQ,969.9,973.85,957,965.75,967.4,967.6,966.52,"2,092.00",863.00,473493,457642358.5,-
2006.csv,2006-08-10,EQ,961,975,960,966.1,963.05,965.75,967.95,"2,092.00",863.00,569781,551516761.7,-
2006.csv,2006-08-09,EQ,950,975,943.5,954.8,966.6,966.1,965.66,"2,092.00",863.00,513030,495413814,-
2006.csv,2006-08-08,EQ,940,958,935,936.1,954,954.8,948.21,"2,092.00",863.00,294600,279342446.7,-
2006.csv,2006-08-07,EQ,951,952,931,948.55,938.2,936.1,938.37,"2,092.00",863.00,429991,403492135,-
2006.csv,2006-08-04,EQ,960,963.8,943,944.7,948,948.55,954.72,"2,092.00",863.00,668550,638277625.9,-
2006.csv,2006-08-03,EQ,942.5,952,937.1,940.2,947,944.7,947,"2,092.00",863.00,752568,712678275.8,-
2006.csv,2006-08-02,EQ,925,942.5,920,932,940.9,940.2,931.18,"2,092.00",863.00,446183,415477260.6,-
2006.csv,2006-08-01,EQ,863,939.75,863,936.15,932.05,932,928.25,"2,092.00",863.00,440627,409013604.1,-
2006.csv,2006-07-31,EQ,935,965,930,928.45,931,936.15,940.92,"2,092.00",924.00,431175,405699130.9,-
2006.csv,2006-07-28,EQ,940.1,974.95,924,1899.7,928,928.45,931.22,"2,092.00",924.00,754902,702983492.2,-
2006.csv,2006-07-27,EQ,1895,1919.95,1875.5,1888.8,1886,1899.7,1899.84,"2,092.00","1,242.65",924981,1757318055,-
2006.csv,2006-07-26,EQ,1858,1895,1832.5,1847.3,1884.8,1888.8,1875.51,"2,092.00","1,242.65",738590,1385232377,-
2006.csv,2006-07-25,EQ,1840,1855,1825.05,1818.05,1844.2,1847.3,1844.45,"2,092.00","1,242.65",579575,1068995604,-
2006.csv,2006-07-24,EQ,1795,1832,1735,1767.55,1830.2,1818.05,1792.33,"2,092.00","1,242.65",853136,1529103697,-
2006.csv,2006-07-21,EQ,1798,1804.8,1752.6,1806.15,1772.25,1767.55,1767.04,"2,092.00","1,242.65",548958,970032809.7,-
2006.csv,2006-07-20,EQ,1775.9,1820,1770,1757.55,1811,1806.15,1798.71,"2,092.00","1,242.65",789090,1419341745,-
2006.csv,2006-07-19,EQ,1882,1895,1745.55,1834.5,1748,1757.55,1802.89,"2,092.00","1,242.65",1755798,3165513174,-
2006.csv,2006-07-18,EQ,1860,1950,1815.5,1859,1833,1834.5,1850.38,"2,092.00","1,242.65",1380492,2554428623,-
2006.csv,2006-07-17,EQ,1884.8,1914,1851,1874.3,1857,1859,1887.2,"2,092.00","1,242.65",1124604,2122348421,-
2006.csv,2006-07-14,EQ,1840,1896,1825.1,1867.35,1875,1874.3,1855.16,"2,092.00","1,215.05",618726,1147837330,-
2006.csv,2006-07-13,EQ,1892,1898.75,1850.25,1890.3,1871,1867.35,1870.27,"2,092.00","1,215.05",672947,1258591660,-
2006.csv,2006-07-12,EQ,1780,1909,1780,1769.95,1900.5,1890.3,1853.95,"2,092.00","1,215.05",1190202,2206570917,-
2006.csv,2006-07-11,EQ,1800,1815,1763.15,1798.35,1765.1,1769.95,1776.97,"2,092.00","1,215.05",452373,803853783.7,-
2006.csv,2006-07-10,EQ,1740,1817.6,1740,1746.7,1796.1,1798.35,1791.98,"2,092.00","1,215.05",482414,864478004.6,-
2006.csv,2006-07-07,EQ,1819.7,1831.8,1740,1804.3,1749.5,1746.7,1787.88,"2,092.00","1,215.05",366084,654515667.2,-
2006.csv,2006-07-06,EQ,1828,1832,1792.15,1842.6,1805,1804.3,1810.52,"2,092.00","1,215.05",288865,522995470.8,-
2006.csv,2006-07-05,EQ,1817,1862,1800,1815.1,1832.9,1842.6,1837.37,"2,092.00","1,215.05",530634,974972876.4,-
2006.csv,2006-07-04,EQ,1811,1831,1805,1800.2,1818,1815.1,1818.01,"2,092.00","1,215.05",448096,814643408,-
2006.csv,2006-07-03,EQ,1742,1807.5,1732.4,1738.75,1794,1800.2,1780.89,"2,092.00","1,215.05",535690,954002353.5,-
2006.csv,2006-06-30,EQ,1735,1767,1705.65,1680.8,1736,1738.75,1727.72,"2,092.00","1,215.05",681220,1176955025,-
2006.csv,2006-06-29,EQ,1710,1720,1670,1698.6,1682,1680.8,1702.98,"2,092.00","1,215.05",789822,1345053856,-
2006.csv,2006-06-28,EQ,1620,1712.55,1606,1644.55,1690,1698.6,1669.2,"2,092.00","1,215.05",598175,998474320.3,-
2006.csv,2006-06-27,EQ,1658,1658,1600,1633.5,1644,1644.55,1627.42,"2,092.00","1,215.05",625329,1017671040,-
2006.csv,2006-06-26,EQ,1720,1720,1618.05,1700.35,1640.1,1633.5,1666.1,"2,092.00","1,215.05",821882,1369337340,-
2006.csv,2006-06-25,EQ,1650,1714.9,1650,1694.85,1698.45,1700.35,1702.08,"2,092.00","1,215.05",32940,56066445.45,-
2006.csv,2006-06-23,EQ,1650,1700,1625,1676.75,1694.7,1694.85,1675.3,"2,092.00","1,215.05",413090,692051473.7,-
2006.csv,2006-06-22,EQ,1650,1690,1650,1641.3,1675,1676.75,1681.95,"2,092.00","1,215.05",458513,771196949.5,-
2006.csv,2006-06-21,EQ,1620,1647,1595,1607.35,1637,1641.3,1628.2,"2,092.00","1,215.05",745437,1213719681,-
2006.csv,2006-06-20,EQ,1688,1688,1600,1668.35,1603,1607.35,1622.33,"2,092.00","1,215.05",460990,747878374.2,-
2006.csv,2006-06-19,EQ,1680,1685,1636.25,1685,1668,1668.35,1665,"2,092.00","1,215.05",536761,893705138.8,-
2006.csv,2006-06-16,EQ,1586,1715,1580.4,1550.55,1693,1685,1672.22,"2,092.00","1,215.05",1048771,1753775195,-
2006.csv,2006-06-15,EQ,1586,1586,1501,1483.65,1555,1550.55,1534.25,"2,092.00","1,215.05",745920,1144428494,-
2006.csv,2006-06-14,EQ,1561.95,1624.95,1451.25,1570.35,1495.2,1483.65,1506.36,"2,092.00","1,215.05",1598252,2407539947,-
2006.csv,2006-06-13,EQ,1621,1629.4,1561,1638.75,1568,1570.35,1582.84,"2,092.00","1,215.05",342123,541526322,-
2006.csv,2006-06-12,EQ,1699,1699,1621,1671.15,1628,1638.75,1642.65,"2,092.00","1,215.05",448988,737528658.9,-
2006.csv,2006-06-09,EQ,1674.45,1692,1625,1647.9,1672,1671.15,1671.38,"2,092.00","1,215.05",507739,848622929.6,-
2006.csv,2006-06-08,EQ,1725,1725,1611.2,1703.95,1626.1,1647.9,1647.64,"2,092.00","1,215.05",670124,1104125867,-
2006.csv,2006-06-07,EQ,1800,1800,1693.25,1748.9,1715,1703.95,1720.21,"2,092.00","1,215.05",676317,1163410574,-
2006.csv,2006-06-06,EQ,1744.8,1787.8,1690,1767.6,1746,1748.9,1739.11,"2,092.00","1,215.05",371392,645890966.7,-
2006.csv,2006-06-05,EQ,1794,1804.4,1754.25,1794,1766,1767.6,1777.4,"2,092.00","1,215.05",401460,713554368.3,-
2006.csv,2006-06-02,EQ,1714.9,1800,1688,1709.35,1799.8,1794,1754.3,"2,092.00","1,215.05",526695,923981761,-
2006.csv,2006-06-01,EQ,1825,1825,1690,1782.9,1699,1709.35,1741.81,"2,092.00","1,215.05",742845,1293897359,-
2006.csv,2006-05-31,EQ,1841.1,1841.1,1730,1860.35,1785,1782.9,1771.14,"2,092.00","1,215.05",721232,1277406018,-
2006.csv,2006-05-30,EQ,1865,1895.1,1835,1850.55,1876.8,1860.35,1872.48,"2,092.00","1,215.05",564507,1057026687,-
2006.csv,2006-05-29,EQ,1865,1865,1840.3,1866.35,1850,1850.55,1853.14,"2,092.00","1,215.05",350336,649220590.1,-
2006.csv,2006-05-26,EQ,1890,1900,1841,1876.95,1867,1866.35,1876.62,"2,092.00","1,170.00",276023,517989072.1,-
2006.csv,2006-05-25,EQ,1780,1898.4,1745,1790.65,1873.95,1876.95,1826.76,"2,092.00","1,170.00",729881,1333315092,-
2006.csv,2006-05-24,EQ,1870,1880,1760,1830.2,1800,1790.65,1804.57,"2,092.00","1,170.00",713196,1287013633,-
2006.csv,2006-05-23,EQ,1800,1874,1701,1780.5,1870,1830.2,1764.57,"2,092.00","1,170.00",673517,1188465361,-
2006.csv,2006-05-22,EQ,1920,1920,1744,1892.35,1760,1780.5,1821.62,"2,092.00","1,170.00",587427,1070070527,-
2006.csv,2006-05-19,EQ,1950,1959.8,1851.5,1925.65,1886,1892.35,1907.11,"2,092.00","1,123.00",608527,1160527083,-
2006.csv,2006-05-18,EQ,1990,1999.9,1900,2016.55,1925,1925.65,1950.93,"2,092.00","1,123.00",567795,1107727527,-
2006.csv,2006-05-17,EQ,1995,2020,1990,1974.7,2017,2016.55,2008.61,"2,092.00","1,123.00",167921,337286972.6,-
2006.csv,2006-05-16,EQ,1959.95,1995,1919.8,1960.9,1990,1974.7,1954.09,"2,092.00","1,123.00",333946,652559236.2,-
2006.csv,2006-05-15,EQ,1980,2001,1920,1996.15,1940,1960.9,1980.42,"2,092.00","1,123.00",504313,998751680.6,-
2006.csv,2006-05-12,EQ,2011,2024.85,1970.3,2018.7,1996.5,1996.15,1999.99,"2,092.00","1,123.00",347142,694280115.4,-
2006.csv,2006-05-11,EQ,2029.3,2029.3,2005.4,2021.7,2023,2018.7,2017.93,"2,092.00","1,123.00",245503,495407709.2,-
2006.csv,2006-05-10,EQ,2044.4,2047,2002.3,2024.85,2019.4,2021.7,2021.65,"2,092.00","1,123.00",247274,499900748.7,-
2006.csv,2006-05-09,EQ,2032,2044.4,2005,2019.45,2030,2024.85,2024.88,"2,092.00","1,123.00",225049,455697592.5,-
2006.csv,2006-05-08,EQ,2021,2092,2010,2006.65,2022,2019.45,2019.64,"2,092.00","1,123.00",185589,374822947,-
2006.csv,2006-05-05,EQ,2055,2055,1995,2043.7,2010.45,2006.65,2014.44,"2,088.00","1,105.35",338815,682521606.2,-
2006.csv,2006-05-04,EQ,2028,2057.9,2021.3,2031.55,2045,2043.7,2042.69,"2,088.00","1,105.35",491228,1003427417,-
2006.csv,2006-05-03,EQ,2024,2039.9,2015.05,2013.15,2035.5,2031.55,2025.63,"2,088.00","1,105.35",393520,797124380.9,-
2006.csv,2006-05-02,EQ,1984,2024.4,1980,1979.35,2008,2013.15,2013.08,"2,088.00","1,105.35",779910,1570021405,-
2006.csv,2006-04-29,EQ,1991,2002.85,1971,1978.05,1975,1979.35,1986.33,"2,088.00","1,097.15",97805,194273403.9,-
2006.csv,2006-04-28,EQ,1907,1991,1830.35,1945.85,1990,1978.05,1931.21,"2,088.00","1,097.15",661545,1277582679,-
2006.csv,2006-04-27,EQ,1942.35,2003,1930,1942.35,1944.75,1945.85,1972.87,"2,088.00","1,097.15",895606,1766910245,-
2006.csv,2006-04-26,EQ,1928,1956,1910,1926.95,1936,1942.35,1940.4,"2,088.00","1,097.15",883892,1715101868,-
2006.csv,2006-04-25,EQ,1979.9,1979.9,1899,1979.25,1920.05,1926.95,1937.19,"2,088.00","1,097.15",712776,1380783226,-
2006.csv,2006-04-24,EQ,1998,1999.65,1965,1999.05,1968,1979.25,1977.38,"2,088.00","1,097.15",654351,1293899275,-
2006.csv,2006-04-21,EQ,2000,2029.95,1965,1989.9,1996.8,1999.05,1994.37,"2,088.00","1,093.30",621625,1239749576,-
2006.csv,2006-04-20,EQ,2019.9,2024.95,1975,2012.75,1990,1989.9,1986.22,"2,088.00","1,093.30",787118,1563393253,-
2006.csv,2006-04-19,EQ,2029,2050,1998,2009.5,2015,2012.75,2017.14,"2,088.00","1,093.30",1225414,2471834155,-
2006.csv,2006-04-18,EQ,1978,2088,1978,1906.55,2006.95,2009.5,2030.23,"2,088.00","1,093.30",1847311,3750460148,-
2006.csv,2006-04-17,EQ,1825,1911,1815.25,1797.15,1908,1906.55,1876.32,"2,010.00","1,093.30",1211094,2272395736,-
2006.csv,2006-04-13,EQ,1805,1829.7,1770,1780.8,1800,1797.15,1803.22,"2,010.00","1,093.30",1075209,1938833374,-
2006.csv,2006-04-12,EQ,1898.2,1900,1763,1894.1,1789.9,1780.8,1826.25,"2,010.00","1,093.30",1644672,3003578778,-
2006.csv,2006-04-10,EQ,1900,1919.95,1880,1889.25,1895,1894.1,1896.16,"2,010.00","1,093.30",879305,1667298658,-
2006.csv,2006-04-07,EQ,1948,1997,1875,1932.05,1890,1889.25,1922.51,"2,010.00","1,093.30",923195,1774851960,-
2006.csv,2006-04-05,EQ,1950.1,1965.15,1920,1948.55,1934.1,1932.05,1931.8,"2,010.00","1,093.30",347116,670557097.1,-
2006.csv,2006-04-04,EQ,1950.4,1960,1940.05,1950.75,1941,1948.55,1951.88,"2,010.00","1,093.30",371451,725029416.1,-
2006.csv,2006-04-03,EQ,1927,1956,1920,1915.5,1952,1950.75,1940.24,"2,010.00","1,093.30",388209,753219310.6,-
2006.csv,2006-03-31,EQ,1957.9,1957.9,1910,1968.1,1919.95,1915.5,1924.34,"2,010.00","1,093.30",365021,702425759.9,-
2006.csv,2006-03-30,EQ,1902.9,2010,1902.9,1898.15,1949,1968.1,1949,"2,010.00","1,093.30",723021,1409168005,-
2006.csv,2006-03-29,EQ,1879,1902.9,1867,1887.6,1895,1898.15,1886.9,"1,935.00","1,093.30",535537,1010505075,-
2006.csv,2006-03-28,EQ,1900,1911,1881,1890.95,1883.35,1887.6,1892.51,"1,935.00","1,093.30",468909,887415823.1,-
2006.csv,2006-03-27,EQ,1895,1910,1885.55,1891.45,1885.55,1890.95,1897.94,"1,935.00","1,093.30",366054,694748516.6,-
2006.csv,2006-03-24,EQ,1887,1905,1869.05,1874.2,1890,1891.45,1884.96,"1,935.00","1,093.30",364673,687393018.5,-
2006.csv,2006-03-23,EQ,1900,1919,1868.25,1893.35,1872.55,1874.2,1887.89,"1,935.00","1,093.30",330561,624062266,-
2006.csv,2006-03-22,EQ,1920,1920,1881.2,1915.2,1895,1893.35,1896.62,"1,935.00","1,093.30",640146,1214113404,-
2006.csv,2006-03-21,EQ,1908,1935,1898.65,1908,1930,1915.2,1916.72,"1,935.00","1,093.30",662673,1270159878,-
2006.csv,2006-03-20,EQ,1874,1915,1865.5,1861,1910.15,1908,1890.9,"1,915.00","1,093.30",876609,1657579966,-
2006.csv,2006-03-17,EQ,1840,1880.5,1840,1835.4,1863.05,1861,1866.2,"1,880.50","1,093.30",741530,1383841600,-
2006.csv,2006-03-16,EQ,1817,1839.9,1806.3,1803.15,1837.9,1835.4,1828.29,"1,847.60","1,093.30",575008,1051282583,-
2006.csv,2006-03-14,EQ,1824.9,1827.7,1791.1,1828.6,1796,1803.15,1809.53,"1,847.60","1,093.30",434682,786572048.9,-
2006.csv,2006-03-13,EQ,1773.8,1847.6,1773.8,1763.65,1820,1828.6,1818.2,"1,847.60","1,093.30",897319,1631501406,-
2006.csv,2006-03-10,EQ,1692,1775,1690,1724.85,1760.25,1763.65,1756.82,"1,775.00","1,093.30",804368,1413131847,-
2006.csv,2006-03-09,EQ,1720,1728,1690,1722.55,1725,1724.85,1715.8,"1,754.00","1,093.30",582839,1000036685,-
2006.csv,2006-03-08,EQ,1732,1740,1705,1724.7,1710.4,1722.55,1725.41,"1,754.00","1,093.30",476686,822480353.9,-
2006.csv,2006-03-07,EQ,1740.15,1750,1720,1744.3,1722,1724.7,1732.17,"1,754.00","1,093.30",248146,429832238.3,-
2006.csv,2006-03-06,EQ,1716,1753,1710,1705.75,1735,1744.3,1735.25,"1,754.00","1,093.30",453948,787712400.5,-
2006.csv,2006-03-03,EQ,1742,1742,1697.35,1741.8,1699,1705.75,1713.65,"1,754.00","1,093.30",265555,455069267.8,-
2006.csv,2006-03-02,EQ,1745.4,1754,1720.35,1740.2,1740,1741.8,1740.81,"1,754.00","1,093.30",409712,713230060.9,-
2006.csv,2006-03-01,EQ,1700,1745.4,1687.25,1700.8,1737,1740.2,1723.49,"1,753.00","1,093.30",563269,970787337.6,-
2006.csv,2006-02-28,EQ,1695,1704,1670,1690.35,1695.5,1700.8,1690.51,"1,753.00","1,093.30",352718,596273907.7,-
2006.csv,2006-02-27,EQ,1667,1695,1666.4,1670.05,1684.15,1690.35,1687.39,"1,753.00","1,093.30",315139,531761631,-
2006.csv,2006-02-24,EQ,1670.25,1680,1656.3,1670.55,1670,1670.05,1667.14,"1,753.00","1,093.30",137167,228676551.8,-
2006.csv,2006-02-23,EQ,1660,1689.9,1660,1661.85,1666,1670.55,1676.96,"1,753.00","1,093.30",517698,868161011.4,-
2006.csv,2006-02-22,EQ,1670,1670,1651.3,1666,1656,1661.85,1663.42,"1,753.00","1,093.30",144574,240487803,-
2006.csv,2006-02-21,EQ,1655,1671,1651.1,1649.85,1668.35,1666,1661.79,"1,753.00","1,093.30",287655,478021722.1,-
2006.csv,2006-02-20,EQ,1639,1655,1627.4,1625,1653.05,1649.85,1639.85,"1,753.00","1,093.30",330451,541889747.1,-
2006.csv,2006-02-17,EQ,1650,1656.4,1620,1629.15,1629,1625,1636.74,"1,753.00","1,093.30",365431,598116765.3,-
2006.csv,2006-02-16,EQ,1625,1639.8,1612,1619.35,1622,1629.15,1625.55,"1,753.00","1,093.30",660561,1073774856,-
2006.csv,2006-02-15,EQ,1647.9,1647.9,1605,1618.55,1618,1619.35,1619.51,"1,753.00","1,093.30",526165,852129862.8,-
2006.csv,2006-02-14,EQ,1670,1670,1614,1651,1620,1618.55,1626.87,"1,753.00","1,093.30",870258,1415799166,-
2006.csv,2006-02-13,EQ,1669.6,1670,1648,1669.6,1650.5,1651,1654.29,"1,753.00","1,093.30",252568,417821413.3,-
2006.csv,2006-02-10,EQ,1670.15,1678,1645.05,1662.5,1666,1669.6,1663.09,"1,753.00","1,093.30",341025,567156268.7,-
2006.csv,2006-02-08,EQ,1666,1672.1,1652.35,1674.1,1659.7,1662.5,1661.27,"1,753.00","1,093.30",416581,692053066.8,-
2006.csv,2006-02-07,EQ,1680,1693.5,1644.25,1679.05,1670,1674.1,1668.8,"1,753.00","1,093.30",875348,1460776497,-
2006.csv,2006-02-06,EQ,1629.9,1683,1626.35,1630.8,1680,1679.05,1665.05,"1,753.00","1,093.30",361872,602536729,-
2006.csv,2006-02-03,EQ,1639.9,1647.8,1612.4,1636.8,1630.05,1630.8,1626.8,"1,753.00","1,093.30",544690,886099908,-
2006.csv,2006-02-02,EQ,1670,1676,1629.65,1666.65,1638.25,1636.8,1659.91,"1,753.00","1,093.30",391967,650629576.1,-
2006.csv,2006-02-01,EQ,1656,1678,1650.4,1670.4,1666,1666.65,1666.14,"1,753.00","1,093.30",487087,811555487.5,-
2006.csv,2006-01-31,EQ,1679.6,1679.6,1652.35,1658.9,1670,1670.4,1669.46,"1,753.00","1,093.30",187895,313683732.1,-
2006.csv,2006-01-30,EQ,1665.4,1679.6,1652.1,1659.15,1662,1658.9,1662.16,"1,753.00","1,093.30",172893,287375787.5,-
2006.csv,2006-01-27,EQ,1680,1680,1650.6,1651.2,1656.55,1659.15,1659.03,"1,753.00","1,093.30",375477,622927244.4,-
2006.csv,2006-01-25,EQ,1649,1659.95,1643.5,1642.6,1650.05,1651.2,1651.84,"1,753.00","1,093.30",795717,1314393661,-
2006.csv,2006-01-24,EQ,1635,1649,1630.4,1622.15,1640,1642.6,1639.2,"1,753.00","1,093.30",236258,387275080,-
2006.csv,2006-01-23,EQ,1635,1635,1611.3,1644,1625,1622.15,1622.5,"1,753.00","1,093.30",285034,462468717.1,-
2006.csv,2006-01-20,EQ,1655,1669.85,1635,1650.35,1635,1644,1651.88,"1,753.00","1,093.30",411780,680212054.1,-
2006.csv,2006-01-19,EQ,1623.8,1654.7,1623.8,1619.55,1647.55,1650.35,1644.62,"1,753.00","1,093.30",446841,734883557.6,-
2006.csv,2006-01-18,EQ,1618.2,1623.8,1602.1,1623.4,1616,1619.55,1614.66,"1,753.00","1,093.30",395640,638825993.6,-
2006.csv,2006-01-17,EQ,1611,1640,1610,1608.75,1627,1623.4,1624.92,"1,753.00","1,093.30",469132,762300309.7,-
2006.csv,2006-01-16,EQ,1651,1651,1602.55,1651.75,1605,1608.75,1629.42,"1,753.00","1,093.30",600614,978654455.1,-
2006.csv,2006-01-13,EQ,1680,1690,1644,1673.7,1648,1651.75,1666.76,"1,753.00","1,093.30",451071,751827743.7,-
2006.csv,2006-01-12,EQ,1653,1689,1615,1672.5,1670,1673.7,1652.3,"1,753.00","1,093.30",1739962,2874937263,-
2006.csv,2006-01-10,EQ,1690,1699.8,1661,1688.95,1665,1672.5,1677.28,"1,753.00","1,093.30",496581,832907273.9,-
2006.csv,2006-01-09,EQ,1710.15,1730,1681,1705.6,1681,1688.95,1698.39,"1,753.00","1,093.30",485409,824414287.2,-
2006.csv,2006-01-06,EQ,1735,1739.9,1692,1732.35,1704,1705.6,1710.21,"1,753.00","1,093.30",370718,634004119.5,-
2006.csv,2006-01-05,EQ,1745,1746,1721.9,1743.1,1735.5,1732.35,1730.51,"1,753.00","1,093.30",178978,309723956.9,-
2006.csv,2006-01-04,EQ,1740,1749.9,1722.2,1733.2,1742.5,1743.1,1736.73,"1,753.00","1,093.30",443202,769722916.9,-
2006.csv,2006-01-03,EQ,1685.25,1739.95,1682,1687.6,1726,1733.2,1716.21,"1,753.00","1,093.30",424617,728731404.1,-
2006.csv,2006-01-02,EQ,1708,1710.9,1681.35,1702.85,1685.35,1687.6,1694.55,"1,753.00","1,093.30",206688,350243166.8,-
2007.csv,2007-12-31,EQ,1083,1096.05,1052,1082.15,1059,1077.4,1086.26,"1,388.95",926.65,539042,585541857.5,-
2007.csv,2007-12-28,EQ,1100,1100,1060,1110.75,1080.05,1082.15,1086.7,"1,388.95",926.65,549149,596762938,-
2007.csv,2007-12-27,EQ,1105.1,1120,1086.55,1100.3,1112,1110.75,1102.83,"1,388.95",926.65,1002142,1105195654,-
2007.csv,2007-12-26,EQ,1115,1119.7,1086.15,1109.7,1099.2,1100.3,1095.71,"1,388.95",926.65,726499,796029646.7,-
2007.csv,2007-12-24,EQ,1080,1120,1050,1045.35,1119.1,1109.7,1097.03,"1,388.95",926.65,1163916,1276853173,-
2007.csv,2007-12-20,EQ,1029.5,1053.95,1023,1024.5,1053.95,1045.35,1042.18,"1,388.95",926.65,759005,791020672.2,-
2007.csv,2007-12-19,EQ,1012,1028.8,1008,1010.45,1023,1024.5,1020.93,"1,388.95",926.65,667755,681733716.8,-
2007.csv,2007-12-18,EQ,1010,1040,1003.3,1012.4,1004.9,1010.45,1013.44,"1,388.95",926.65,961465,974387879.8,-
2007.csv,2007-12-17,EQ,1072.4,1072.4,1005,1040.4,1011,1012.4,1017.59,"1,388.95",926.65,800832,814918263.5,-
2007.csv,2007-12-14,EQ,1015.3,1055,1015.3,1029.6,1035.2,1040.4,1042.87,"1,388.95",926.65,680109,709266866.6,-
2007.csv,2007-12-13,EQ,1050,1063.8,1025.3,1053.4,1030,1029.6,1050.74,"1,388.95",926.65,1162859,1221860423,-
2007.csv,2007-12-12,EQ,1028.2,1060,1026.1,1041.3,1049,1053.4,1040.82,"1,388.95",926.65,929652,967604256.3,-
2007.csv,2007-12-11,EQ,1049,1049,1025.25,1035.6,1041.5,1041.3,1038.09,"1,388.95",926.65,726864,754553219.4,-
2007.csv,2007-12-10,EQ,1070.1,1074,1030,1062.6,1035,1035.6,1045.07,"1,388.95",926.65,966005,1009544689,-
2007.csv,2007-12-07,EQ,1040,1072.05,1026.25,1035.55,1070,1062.6,1050.51,"1,388.95",926.65,1201452,1262136899,-
2007.csv,2007-12-06,EQ,1040,1051.7,1031.2,1033.2,1038.6,1035.55,1039.64,"1,388.95",926.65,1040863,1082124224,-
2007.csv,2007-12-05,EQ,1030,1045,1020.5,1029.7,1043,1033.2,1030.28,"1,388.95",926.65,517310,532975756.7,-
2007.csv,2007-12-04,EQ,1049.9,1050,1025.05,1049.9,1028.9,1029.7,1035.42,"1,388.95",926.65,445956,461753315.5,-
2007.csv,2007-12-03,EQ,1016,1066,1010.4,1012.2,1049,1049.9,1047.98,"1,388.95",926.65,1629087,1707256592,-
